name,latitude,longitude,free_bikes,empty_slots,total_bikes
W Tremont Ave & Matthewson Rd,40.853827,-73.920765,19,0,19
E 20 St & FDR Dr,40.733208626522426,-73.9756813647,69,3,72
W 30 St & 8 Ave,40.74965268472847,-73.9952078461647,33,27,60
Ave A & E 14 St,40.73031071000895,-73.98047178983688,0,29,29
Ave A & E 11 St,40.72854745023944,-73.98175925016403,56,8,64
Central Ave & Weirfield St,40.69055,-73.91181,9,10,19
Perry St & Greenwich Ave,40.735918,-74.000939,39,13,52
Kenmare St & Elizabeth St,40.72054,-73.9949,9,27,36
Orchard St & Grand St,40.717318403855785,-73.99067759513855,22,9,31
Tiebout Ave & E Fordham Road,40.861915,-73.894831,22,6,28
Valentine Ave & E 181 St,40.854123869116,-73.89932222664356,5,16,21
Madison St & Montgomery St,40.713126,-73.984844,16,3,19
Audubon Ave & W 192 St,40.85589030603889,-73.92708241939545,10,9,19
Grand Concourse & E 175 St,40.84627592921954,-73.90931278467178,4,17,21
Calyer St & Guernsey St,40.72755807335852,-73.95505852997303,20,0,20
E 156 St & Courtlandt Ave,40.82123860172,-73.9173299074173,13,8,21
W 56 St & 8 Ave,40.765959181657976,-73.98313522338867,38,8,46
Walker St & Baxter St,40.717411,-73.999573,36,8,44
Central Park W & W 97 St,40.79249519495111,-73.96417066463071,29,23,52
W 111 St & 5 Ave,40.797520781247556,-73.9489397406578,18,4,22
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2,20,22
W 180 St & Ft Washington Ave,40.849972,-73.938423,10,13,23
W 35 St & 8 Ave,40.752762088742045,-73.99280458705107,40,11,51
Driggs Ave & Lorimer St,40.72179134,-73.9504154,18,7,25
Huron St & Franklin St,40.73266,-73.95826,34,0,34
Broadway & E 19 St,40.73866091428551,-73.98987293243407,9,32,41
Clark St & Henry St,40.69760127,-73.99344559,23,18,41
Allen St & Hester St,40.71605866,-73.99190759,71,44,115
Suydam St & St. Nicholas Ave,40.70636,-73.91945,15,2,17
Murray St & West St,40.71503,-74.01246,9,49,58
Stockholm St & Wilson Ave,40.699304,-73.923044,16,5,21
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,2,14,16
E 182 St & Morris Ave,40.85670801831255,-73.90265285968779,2,17,19
7 Ave & 17 St,40.660937794931684,-73.98680448532104,3,15,18
University Ave & Macombs Rd,40.8496401,-73.9161206,2,20,22
Rogers Pl & E 165 St,40.82388366441761,-73.8974027708582,14,5,19
N Moore St & Hudson St,40.71996118117138,-74.00844320654869,13,50,63
E Houston St & Columbia St,40.71978635452822,-73.97871628403664,48,2,50
E 138 St & Park Ave,40.81263616769319,-73.92924964427948,6,11,17
Prospect Ave & Vanderbilt St,40.653368,-73.976291,11,8,19
Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,4,41,45
Wakeman Pl & Ridge Blvd,40.639421,-74.026823,13,4,17
W 211 St & 10 Ave,40.86709406268147,-73.9172950387001,15,2,17
Madison Ave & E 26 St,40.742684734875695,-73.98671329021454,9,65,74
St Marks Pl & 1 Ave,40.72779126,-73.98564945,68,0,68
Sharon St & Olive St,40.715341620424475,-73.93865078687668,13,10,23
West End Ave & W 94 St,40.7941654,-73.974124,8,19,27
30 Ave & 12 St,40.771717105208275,-73.93159255385399,28,4,32
E 35 St & Madison Ave,40.74848023448579,-73.98255586624146,31,14,45
8 Ave & W 24 St,40.74591072834279,-73.99807110428809,27,10,37
Columbus Ave & W 95 St,40.7919557,-73.968087,34,5,39
E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,24,39,63
8 Ave & W 16 St,40.740983,-74.001702,11,21,32
W 13 St & 7 Ave,40.73781509,-73.99994661,27,0,27
Van Dam St & Greenpoint Ave,40.73443564069459,-73.93790781497955,15,4,19
Bradley Ave & Greenpoint Ave,40.73565914819229,-73.93478840589523,13,7,20
Borden Ave & Review Ave,40.73866345465306,-73.94093804061413,10,9,19
31 Pl & Hunters Point Ave,40.74021356884924,-73.93537044525146,14,5,19
Skillman Ave & 43 Ave,40.74653761978055,-73.93215849995613,13,3,16
33 St & 47 Ave,40.74283,-73.9321,18,6,24
W 37 St & Broadway,40.75227093837409,-73.98770570755005,3,78,81
36 St & Queens Blvd,40.74408,-73.92901,0,20,20
Skillman Ave & Honeywell St,40.747148249032804,-73.92902433872223,8,11,19
36 St & 47 Ave,40.742218349960964,-73.92935156822205,4,14,18
Amsterdam Ave & W 189 St,40.85318758861975,-73.92715752124786,1,16,17
36 St & Hunters Point Ave,40.73781699881193,-73.93024072051048,14,7,21
34 St & 48 Ave,40.740821207823245,-73.93147185444832,12,12,24
39 St & Queens Blvd,40.74431,-73.92601,8,13,21
39 St & 50 Ave,40.73824937345944,-73.92737478017807,12,7,19
43 St & Skillman Ave,40.74692675687384,-73.9208248257637,6,12,18
39 St & 47 Ave,40.74215636827728,-73.92662644386292,5,14,19
48 Ave & 41 St,40.73985995699164,-73.92400324344635,10,9,19
42 Pl & Northern Blvd,40.753091,-73.920603,13,12,25
44 St & 48 Ave,40.73941387498411,-73.92131969332695,18,5,23
43 Ave & 42 St,40.74534682580983,-73.9219419658184,20,4,24
43 St & 50 Ave,40.73787237950538,-73.92264068126678,4,14,18
Kane St & Clinton St,40.6861758,-73.99645295,24,0,24
Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,2,27,29
50 St & Barnett Ave,40.750097682094825,-73.91349703073502,20,4,24
48 St & Skillman Ave,40.74622874694195,-73.91616314649582,11,10,21
46 St & Queens Blvd,40.74349759836971,-73.91860529780388,15,17,32
51 St & Queens Blvd,40.7429,-73.91395,12,7,19
48 St & 50 Ave,40.73737,-73.91803,8,13,21
51 St & 43 Ave,40.74451,-73.91412,11,16,27
43 Ave & 47 St,40.7448062877224,-73.91728967428207,17,16,33
W 17 St & 8 Ave,40.74177603,-74.00149746,23,46,69
Powers St & Olive St,40.71323,-73.93894,13,5,18
Carlton Ave & Flushing Ave,40.697787,-73.973736,34,12,46
48 Ave & 37 St,40.74034668087185,-73.92886072397232,5,14,19
Carlton Ave & Park Ave,40.69580705,-73.97355569,10,13,23
39 Ave & 54 St,40.74891,-73.90899,7,11,18
39 Ave & 56 St,40.74838,-73.90699,17,1,18
Peck Slip & South St,40.7075188830923,-74.00108054280281,20,23,43
9 Ave & W 204 St,40.86169883507865,-73.91855701804161,22,0,22
Skillman Ave & 54 St,40.745502,-73.909887,0,18,18
47 Ave & 48 St,40.74086,-73.91708,4,14,18
53 St & Roosevelt Ave,40.74462,-73.91143,9,10,19
39 Dr & 52 St,40.74732,-73.91197,5,10,15
Queens Blvd & 56 St,40.74193,-73.90913,9,7,16
57 St & 43 Ave,40.74324,-73.908,19,0,19
54 St & 37 Ave,40.75098,-73.90799,6,17,23
55 St & Northern Blvd,40.75326,-73.90585,6,15,21
W 24 St & 7 Ave,40.74487634,-73.99529885,19,56,75
Pleasant Ave & E 116 St,40.7949879,-73.9333349,21,1,22
President St & Henry St,40.6828003,-73.99990419,21,2,23
West Farms Rd & Boone Ave,40.8301283948092,-73.88630211353302,5,15,20
E 118 St & 3 Ave,40.799139,-73.9389152,24,4,28
21 St & 21 Ave,40.782465,-73.914527,4,15,19
21 St & 23 Ave,40.778557,-73.919046,8,14,22
39 Ave & 45 St,40.749478221834764,-73.91826465725897,17,1,18
State St & Smith St,40.68917,-73.9886,60,4,64
E 17 St & Broadway,40.73704984,-73.99009296,37,16,53
E 74 St & 1 Ave,40.7689738,-73.95482273,29,48,77
E 43 St & 2 Ave,40.75022392,-73.97121414,25,26,51
E 118 St & Park Ave,40.8005385,-73.9419949,18,7,25
Woodside Ave & 55 St,40.74679,-73.90893,7,11,18
57 St & 37 Ave,40.75048,-73.90513,3,19,22
61 St & Woodside Ave,40.74501,-73.9036,4,15,19
Woodside Ave & 60 St,40.74521,-73.90462,13,7,20
61 St & 39 Ave,40.7471,-73.9028,23,6,29
Carlton Ave & St Marks Ave,40.67911856082165,-73.97176265716553,17,8,25
E 72 St & Park Ave,40.77118287540658,-73.96409422159195,21,17,38
Grand St & Greene St,40.72170005235607,-74.00238141417502,6,33,39
30 St & 48 Ave,40.7413272,-73.937999,18,10,28
E 174 St & Longfellow Ave,40.836274,-73.884308,11,7,18
Sedgwick Ave & W Tremont Ave,40.85304455868985,-73.91830623149872,16,3,19
Keegan Rd & 2 Ave,40.64243139706092,-74.0255355834961,4,31,35
7 Ave & 62 St,40.63556,-74.01298,7,21,28
Broadway & Berry St,40.71036129922581,-73.96530389785767,17,17,34
Old Fulton St,40.70277159,-73.99383605,34,3,37
Plaza St East & Flatbush Ave,40.673134,-73.969106,32,27,59
Grand St & Elizabeth St,40.718822,-73.99596,21,21,42
W 46 St & 11 Ave,40.76341379,-73.99667444,17,3,20
8 Ave & W 49 St,40.76171227910671,-73.98655101656914,18,41,59
62 St & 34 Ave,40.75201,-73.89986,18,3,21
62 St & 43 Ave,40.74261,-73.903,6,13,19
60 St & 37 Ave,40.74958,-73.90256,15,3,18
37 Ave & 63 St,40.74893,-73.89981,11,10,21
65 St & 35 Ave,40.75053,-73.8977,11,14,25
Knickerbocker Ave & Moffat St,40.690434,-73.903737,3,20,23
35 St & 21 Ave,40.776745,-73.906558,7,16,23
31 St & Astoria Blvd,40.7699176,-73.9184057,24,7,31
35 St & 23 Ave,40.77301508291382,-73.91119033098221,3,23,26
65 Pl & Woodside Ave,40.74334,-73.89903,4,14,18
41 Ave & 67 St,40.74446,-73.89764,3,17,20
Bergen Ave & E 152 St,40.817166,-73.914737,14,7,21
65 St & Roosevelt Ave,40.74589,-73.89915,7,23,30
Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,39,11,50
61 St & Queens Blvd,40.74091,-73.90273,25,1,26
61 St & Laurel Hill Blvd,40.7388,-73.90338,16,3,19
W 17 St & 7 Ave,40.740564236339516,-73.99852573871613,24,20,44
Church St & Worth St,40.71688538495366,-74.00650128722191,9,34,43
Jerome Ave & W Fordham Rd,40.86294,-73.90108,5,19,24
W 47 St & 9 Ave,40.76153045158114,-73.99007007479668,36,13,49
York St & Marin Blvd,40.716615000830494,-74.0424120426178,3,15,18
Broadway & W 138 St,40.82182,-73.95353,19,8,27
E 1 St & Bowery,40.72486122254819,-73.99213135242462,36,8,44
40 St & Queens Blvd,40.743540273428685,-73.92435193061829,11,11,22
W 45 St & 8 Ave,40.75929124,-73.98859651,24,39,63
Gramercy Park N & Gramercy Park E,40.73795,-73.98509,8,39,47
44 St & Greenpoint Ave,40.741119944681465,-73.92103672027588,10,17,27
W 55 St & 6 Ave,40.763189,-73.978434,2,72,74
Pearl St & York St,40.70140463410644,-73.98768022656441,7,46,53
W 56 St & 10 Ave,40.768254,-73.988639,23,19,42
E 47 St & Park Ave,40.75510267,-73.97498696,6,99,105
65 St & Broadway,40.749372273899596,-73.89738768339157,9,9,18
Woodside Ave & 69 St,40.7428,-73.89584,18,0,18
Malcolm X Blvd & DeKalb Ave,40.6938,-73.93114,6,13,19
Lewis Ave & Greene Ave,40.68995,-73.9365,19,4,23
2 Ave & 39 St,40.655722167971554,-74.01000827550888,48,0,48
Monroe St & Marcus Garvey Blvd,40.686722,-73.938988,5,15,20
Stuyvesant Ave & Gates Ave,40.68834,-73.93306,1,22,23
Madison St & Malcolm X Blvd,40.68713,-73.93008,21,3,24
Hancock St & Stuyvesant Ave,40.68454,-73.9322,10,7,17
Hancock St & Malcolm X Blvd,40.68487,-73.9293,18,1,19
Chauncey St & Stuyvesant Ave,40.68012,-73.93168,5,17,22
Putnam Ave & Ralph Ave,40.68705,-73.92338,15,4,19
Schermerhorn St & Hoyt St,40.6886263,-73.9851911,36,2,38
Chauncey St & Malcolm X Blvd,40.68044,-73.92842,3,20,23
Sumpter St & Fulton St,40.67923,-73.92588,5,14,19
E 165 St & Jerome Ave,40.83263,-73.925101,17,3,20
E 53 St & 3 Ave,40.75763227739443,-73.96930575370789,8,32,40
E 7 St & Ave C,40.72412944090093,-73.97901266813278,26,11,37
E 7 St & Ave B,40.7251285241158,-73.98131668567657,34,35,69
E 3 St & 1 Ave,40.72467721,-73.98783413,25,29,54
Schermerhorn St & Court St,40.6910363748993,-73.99201065301895,14,42,56
Riverside Dr & Broadway,40.865364,-73.92791,18,2,20
Thomas S. Boyland St & Macon St,40.68491,-73.91493,9,11,20
Halsey St & Ralph Ave,40.68494,-73.92299,17,2,19
Chauncey St & Howard Ave,40.68158,-73.91959,5,16,21
Featherbed Ln & Jerome Ave,40.845505,-73.914311,8,11,19
Townsend Ave & E 175 St,40.84741,-73.911359,15,3,18
Buchanan Pl & Grand Ave,40.85834,-73.90626,1,20,21
Crotona Park North & Prospect Ave,40.841092,-73.892317,14,5,19
E 7 St & Avenue A,40.72621788,-73.98379855,16,25,41
Thomas S. Boyland St & Marion St,40.6814658848122,-73.91415685415268,12,7,19
MacDougal St & Rockaway Ave,40.68018,-73.91136,4,16,20
Fulton St & Saratoga Ave,40.67853,-73.91642,10,9,19
Somers St & Rockaway Ave,40.67872,-73.91105,8,11,19
Thomas S. Boyland St & Fulton St,40.67854,-73.91367,1,23,24
Van Sinderen Ave & Atlantic Ave,40.67621,-73.90351,18,3,21
Pitt St & Stanton St,40.71926081,-73.98178024,14,1,15
St Marks Pl & 2 Ave,40.7284186,-73.98713956,30,42,72
W 190 St & St. Nicholas Ave,40.854788,-73.929513,19,8,27
Liberty St & Broadway,40.70905623,-74.01043382,30,34,64
College Ave & E 169 St,40.835122799036405,-73.91196817159653,10,8,18
E 19 St & 3 Ave,40.73624527,-73.98473765,6,26,32
E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,17,10,27
E 58 St & 1 Ave (NW Corner),40.759125,-73.962658,18,22,40
JC Medical Center,40.71539114317,-74.04969155788422,3,17,20
Aqueduct Ave & W 190 St,40.8649213,-73.9024238,5,14,19
E 17 St & 2 Ave,40.73431166276575,-73.98372530937195,12,34,46
Prospect Pl & Nostrand Ave,40.67428,-73.9503,15,6,21
Brevoort Pl & Bedford Ave,40.68012,-73.95362,3,21,24
Lafayette Ave & Stuyvesant Ave,40.6919925157634,-73.9325501024723,4,19,23
Cauldwell Ave & E 158 St,40.81989,-73.908351,10,7,17
MacDonough St & Malcolm X Blvd,40.68273,-73.92926,9,10,19
Eastern Pkwy & Kingston Ave,40.66959,-73.94237,21,8,29
Pacific St & Nostrand Ave,40.6776,-73.94963,4,17,21
E 32 St & Park Ave,40.7457121,-73.98194829,8,47,55
Whitehall St & Bridge St,40.703661705241345,-74.0131813287735,10,31,41
Sterling Pl & New York Ave,40.67234,-73.94763,23,1,24
Stuyvesant Ave & Hart St,40.69465,-73.9343,16,9,25
Ralph Ave & Fulton St,40.67922,-73.92192,15,10,25
MacDonough St & Marcy Ave,40.68078,-73.94613,9,11,20
New York Ave & St Marks Ave,40.67514,-73.94716,8,15,23
Herkimer St & New York Ave,40.67955,-73.94709,20,4,24
Brooklyn Ave & Prospect Pl,40.67412,-73.94447,21,4,25
Kingston Ave & Park Pl,40.67308,-73.94191,8,13,21
St. Johns Pl & Kingston Ave,40.67113,-73.94222,11,9,20
6 St & 7 Ave,40.6686627,-73.97988067,15,4,19
9 Ave & W 39 St,40.756403523272496,-73.99410143494606,16,18,34
Knickerbocker Ave & Hancock St,40.69385,-73.90974,8,12,20
Decatur St & Saratoga Ave,40.68332,-73.91711,7,13,20
Bergen St & Kingston Ave,40.6756,-73.9415,12,9,21
Bergen St & Troy Ave,40.67524,-73.93596,3,18,21
Pacific St & Troy Ave,40.67686,-73.93607,3,17,20
Schenectady Ave & Prospect Pl,40.67351,-73.93363,9,10,19
Pacific St & Utica Ave,40.6767,-73.93051,17,3,20
Eastern Pkwy & Troy Ave,40.66929,-73.93679,20,4,24
River Ter & Warren St,40.71759894980997,-74.01587963104248,11,56,67
E 15 St & 3 Ave,40.734232,-73.986923,22,38,60
Main St & Plymouth St,40.703781673548306,-73.99073392152786,27,15,42
Macon St & Howard Ave,40.68452,-73.92011,13,4,17
Pacific St & Rochester Ave,40.67639,-73.92748,8,9,17
St Johns Pl & Utica Ave,40.6705,-73.9308,1,20,21
Macon St & Patchen Ave,40.68374,-73.9261,10,9,19
Park Pl & Utica Ave,40.67242,-73.93094,10,11,21
St Marks Ave & Rochester Ave,40.67404,-73.92772,5,12,17
6 Ave & W 34 St,40.74964,-73.98805,12,53,65
Eastern Pkwy & Rochester Ave,40.66846,-73.9282,15,9,24
Sterling Pl & Schenectady Ave,40.6716,-73.93378,12,5,17
6 Ave & W 45 St,40.756951,-73.982631,13,54,67
Macon St & Lewis Ave,40.68282,-73.93488,16,2,18
Bergen St & Buffalo Ave,40.6747,-73.92512,5,15,20
Sterling Pl & Rochester Ave,40.67128,-73.92825,3,18,21
Park Pl & Buffalo Ave,40.67202,-73.92539,10,10,20
St Marks Ave & Ralph Ave,40.67372,-73.92199,3,15,18
Classon Ave & St Marks Ave,40.676513,-73.959431,9,16,25
Prospect Pl & Howard Ave,40.67261,-73.91977,10,7,17
Market St & Henry St,40.71310702305908,-73.99446353316307,37,4,41
Central Park West & W 72 St,40.77579376683666,-73.9762057363987,43,5,48
Central Park West & W 68 St,40.7734066,-73.97782542,41,2,43
31 St & Thomson Ave,40.74469738,-73.93540375,15,31,46
8 St & Washington St,40.745983882915624,-74.02819901704788,5,12,17
Columbus Park - Clinton St & 9 St,40.74816121065146,-74.0324530005455,7,15,22
Howard St & Lafayette St,40.71910537,-73.99973337,7,19,26
W 82 St & Central Park West,40.78275,-73.97137,24,18,42
Buffalo Ave & St Johns Pl,40.67015,-73.92538,12,9,21
Eastern Pkwy & Ralph Ave,40.66852,-73.92284,13,7,20
Central Park West & W 76 St,40.77896784,-73.97374737,20,18,38
Sterling Pl & Ralph Ave,40.67095,-73.92222,12,7,19
Greenwich St & Rector St,40.70806582380646,-74.0135595202446,33,7,40
Bergen St & Saratoga Ave,40.67423,-73.91656,2,18,20
Pacific St & Thomas S. Boyland St,40.67568,-73.91396,10,10,20
Herkimer St & Eastern Pkwy,40.67738,-73.90829,9,9,18
Macombs Pl & W 152 St,40.826406,-73.937948,28,5,33
2 Ave & 43 St,40.65292829363811,-74.01286482810974,17,2,19
Wyckoff St & 3 Ave,40.6827549,-73.98258555,19,3,22
Underhill Ave & Pacific St,40.6804836,-73.9646795,19,8,27
E 4 St & Ave B,40.723346832180155,-73.98265913128853,29,6,35
E 6 St & 2 Ave,40.727378693232225,-73.98840844631195,37,31,68
Columbus Pl & Atlantic Ave,40.67717,-73.92285,4,17,21
Park Pl & Thomas S. Boyland St,40.67154,-73.91433,20,3,23
3 Ave & 14 St,40.6685455,-73.99333264,22,2,24
Fulton St & Adams St,40.692418292578466,-73.98949474096298,4,40,44
Troy Ave & Park Pl,40.67251,-73.93642,4,17,21
Pearl St & Hanover Square,40.7047177,-74.00926027,40,24,64
Grove St PATH,40.71941,-74.04309,6,6,12
Lexington Ave & Stuyvesant Ave,40.68973,-73.93353,6,14,20
Schenectady Ave & Pacific St,40.67686,-73.93327,19,0,19
Carroll St & Rochester Ave,40.66598,-73.9284,6,15,21
Bergen St & Mother Gaston Blvd,40.67374,-73.90852,19,3,22
Pacific St & Smith St,40.687880939612775,-73.98939281702042,27,19,46
Buffalo Ave & E New York Ave,40.66591,-73.92602,23,0,23
St Johns Pl & Howard Ave,40.66992,-73.92002,11,10,21
St Marks Ave & Thomas S. Boyland St,40.67313,-73.91387,20,1,21
Dean St & Rockaway Ave,40.67486,-73.91123,3,18,21
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,11,6,17
Putnam Ave & Nostrand Ave,40.68402,-73.94977,14,5,19
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,8,9,17
69 St & 38 Ave,40.74694504524519,-73.89650255441666,13,11,24
64 St & 51 Ave,40.73577,-73.90184,6,13,19
E 5 St & Cooper Sq,40.72769,-73.990993,39,11,50
33 St & Queens Blvd,40.7443653191867,-73.93172398209572,7,16,23
51 Ave & 61 St,40.73568,-73.90387,19,0,19
Tyler Ave & Maurice Ave,40.73394,-73.90128,14,4,18
Broadway & W 122 St,40.8120562,-73.9612547,10,22,32
Washington Ave & E 167 St,40.829896,-73.907618,2,16,18
Myrtle Ave & 65 St,40.70117,-73.8904,16,2,18
E 76 St & Park Ave,40.773763,-73.96222088,16,10,26
65 St & Otto Rd,40.70389,-73.89116,17,2,19
Cypress Hills St & Otto Rd,40.70204,-73.89288,12,6,18
55 Dr & Maurice Ave,40.7261,-73.90917,14,3,17
Bleecker St & Forest Ave,40.7107,-73.90525,7,10,17
Ave C & E 16 St,40.72984830346529,-73.97455215454102,17,11,28
60 Pl & Linden St,40.70886,-73.90182,17,3,20
71 Ave & Myrtle Ave,40.70067,-73.89907,9,18,27
E 58 St & 3 Ave,40.76095756,-73.96724467,7,38,45
Summerfield St & Cypress Ave,40.69662,-73.90056,7,12,19
Wyckoff Ave & Cooper Ave,40.69338,-73.90061,0,15,15
E 56 St & 3 Ave,40.75934501,-73.96759673,8,69,77
Amory Ct & Metropolitan Ave,40.71301,-73.90968,17,4,21
St Felix Ave & 61 St,40.69715,-73.8936,15,3,18
Metropolitan Ave & Flushing Ave,40.71334,-73.91572,16,3,19
Hudson Blvd W & W 36 St,40.75676475086503,-73.99971440439913,11,36,47
67 Ave & Fresh Pond Rd,40.70575,-73.89676,11,17,28
Cooper Ave & 65 Pl,40.69953,-73.88873,16,4,20
E 2 St & 2 Ave,40.72502876,-73.99069656,62,17,79
60 St & 60 Rd,40.71592232709503,-73.90601366758347,18,1,19
59 St & 59 Rd,40.71790852734058,-73.908454477787,9,12,21
64 St & Woodbine St,40.70809,-73.89549,10,7,17
Fresh Pond Rd & Eliot Ave,40.71453,-73.90105,16,4,20
57 St & Grand Ave,40.71921,-73.9124,15,3,18
Page Pl & Grand Ave,40.71798,-73.91818,12,9,21
57 Rd & 58 St,40.72235,-73.91215,20,1,21
63 St & 59 Dr,40.71832,-73.90128,11,10,21
E 43 St & Madison Ave,40.75354681867074,-73.97896572947502,3,51,54
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,7,30,37
60 Pl & 67 Ave,40.70497,-73.89965,4,10,14
53 St & Flushing Ave,40.71435,-73.91405,1,18,19
Fresh Pond Rd & 69 Ave,40.70311,-73.89547,14,14,28
Maurice Ave & 53 Dr,40.73028,-73.90421,14,1,15
Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,13,6,19
56 Dr & 61 St,40.72368,-73.90458,16,1,17
56 Dr & 59 St,40.72403,-73.90853,19,0,19
57 Rd & 59 St,40.72249,-73.90854,11,8,19
60 Ave & Fresh Pond Rd,40.71693,-73.90198,17,2,19
Catalpa Ave & Woodward Ave,40.70229,-73.90145,8,9,17
Grand Ave & 55 St,40.71888,-73.91427,11,7,18
Cypress Ave & St Felix Ave,40.69559,-73.89927,11,10,21
Palmetto St & Traffic Ave,40.70929,-73.89441,4,17,21
Metropolitan Ave & 65 Ln,40.71225,-73.89111,24,0,24
64 St & 53 Dr,40.72897,-73.90115,18,0,18
Seneca Ave & Decatur St,40.69723,-73.89811,6,14,20
Grand Ave & Remsen Pl,40.72353,-73.89967,18,3,21
Eastern Pkwy & Brooklyn Ave,40.66939,-73.94514,10,10,20
Eastern Pkwy & Schenectady Ave,40.66876,-73.93376,5,19,24
Eastern Pkwy & Nostrand Ave,40.66967,-73.9503,17,10,27
Kingston Ave & Carroll St,40.66688,-73.9425,6,12,18
Empire Blvd & New York Ave,40.66403,-73.94769,13,9,22
Albany Ave & Carroll St,40.6667,-73.93972,12,6,18
Sterling St & Nostrand Ave,40.66318,-73.95076,21,1,22
Kingston Ave & Montgomery St,40.66481,-73.94269,6,12,18
Carroll St & Utica Ave,40.66619,-73.93162,16,3,19
Rogers Ave & Lincoln Rd,40.66127,-73.95352,20,3,23
Maple St & Flatbush Ave,40.66026,-73.96045,17,7,24
Bedford Ave & Maple St,40.66035,-73.95679,21,0,21
2 St & Park Ave,40.73915272763701,-74.0330819785595,5,8,13
Flatbush Ave & Fenimore St,40.65798,-73.96051,24,0,24
Lincoln Rd & Ocean Ave,40.6605,-73.9626,21,1,22
Parkside Ave & Flatbush Ave,40.65563,-73.95968,24,0,24
Nostrand Ave & Rutland Rd,40.6595,-73.95041,19,0,19
Bedford Ave & Clarkson Ave,40.65519,-73.9564,17,3,20
Winthrop St & Nostrand Ave,40.65707,-73.95005,24,0,24
Bedford Ave & Fenimore St,40.65815,-73.95674,17,3,20
Crown St & Rogers Ave,40.66639,-73.95346,11,8,19
Schenectady Ave & President St,40.66732,-73.93398,4,17,21
Patchen Ave & Bainbridge St,40.68143,-73.92565,3,16,19
Winthrop St & Rogers Ave,40.65686,-73.95331,9,11,20
Maple St & New York Ave,40.66104,-73.94795,21,1,22
New York Ave & Hawthorne St,40.65794,-73.94735,18,2,20
Maple St & Albany Ave,40.66155,-73.93974,15,0,15
W 25 St & 9 Ave,40.747832605837715,-74.0005722643582,27,38,65
W 20 St & 5 Ave,40.73972989238724,-73.99103969335556,12,45,57
E New York Ave & Troy Ave,40.66227,-73.93762,19,2,21
Midwood St & Utica Ave,40.66124,-73.93164,19,2,21
Schenectady Ave & Maple St,40.66178,-73.93445,18,0,18
Rutland Rd & E 45 St,40.66034,-73.93618,16,7,23
Clarkson Ave & Utica Ave,40.65666,-73.93109,14,6,20
Lewis Ave & Fulton St,40.67972,-73.93467,5,15,20
Fulton St & Williams Ave,40.67709,-73.9008,17,3,20
Degraw St & 3 Ave,40.67977,-73.9847,33,2,35
50 Ave & 65 St,40.73707,-73.90077,14,5,19
56 St & Arnold Ave,40.71484,-73.909,16,3,19
Eliot Ave & 60 Ln,40.71391,-73.90299,15,6,21
57 St & 7 Ave,40.638566,-74.010147,8,13,21
Walton Ave & E 176 St,40.84833,-73.90971,22,0,22
Lafayette St & Grand St,40.72028,-73.99879,43,30,73
Exchange Pl,40.71636596185077,-74.034343957901,4,26,30
23 St & 31 Ave,40.76663971723091,-73.9286595582962,16,3,19
Pacific St & Ralph Ave,40.67607,-73.92171,7,13,20
Goble Pl & Macombs Rd,40.844075,-73.917256,18,0,18
E 81 St & 1 Ave,40.77377781072322,-73.95197331905365,17,11,28
Wythe Ave & N 13 St,40.722767,-73.957021,32,10,42
7 Ave & W 55 St,40.764126,-73.980973,11,54,65
W 54 St & 6 Ave,40.761865,-73.977242,7,56,63
Greenpoint Ave & West St,40.729803,-73.959099,29,5,34
Driggs Ave & S 2 St,40.712628,-73.960575,18,11,29
31 Ave & 30 St,40.7647,-73.9240312,17,4,21
Ash St & Manhattan Ave,40.738095,-73.954867,23,6,29
N 5 St & Wythe Ave,40.718389,-73.961501,31,8,39
Eagle St & Manhattan Ave,40.735217,-73.954926,35,0,35
N 7 St & Driggs Ave,40.716967,-73.956388,40,11,51
S 2 St & Kent Ave,40.714731,-73.966612,34,10,44
57 St & Woodside Ave,40.74578861252213,-73.9072778339874,11,8,19
N 5 St & Northside Piers,40.719876,-73.963865,26,18,44
Broadway & Kent Ave,40.710888,-73.968329,27,8,35
S 4 St & Roebling St,40.710709,-73.959724,9,26,35
21 St & Hoyt Ave S,40.774645,-73.923706,7,25,32
Scholes St & Lorimer St,40.708323,-73.948732,16,7,23
Seaman Ave & Isham St,40.869898661940454,-73.92076313495636,20,1,21
Monitor St & Meeker Ave,40.721226,-73.941845,14,3,17
N Henry St & Norman Ave,40.7277,-73.94395,17,12,29
E 77 St & 1 Ave,40.77095553869235,-73.95356208096926,25,25,50
W 171 St & St. Nicholas Ave,40.842941,-73.938631,14,17,31
48 St & Barnett Ave,40.750016404259334,-73.91540944576263,15,3,18
N 10 St & Berry St,40.720253,-73.957082,20,24,44
Audubon Ave & Fort George Ave,40.85715781391904,-73.92717361450195,4,19,23
